,0
0,0.013030648344337962
1,0.01327035791502171
2,0.013223798084329576
3,0.013020117382892087
4,0.012845391935338695
5,0.01247831819808269
6,0.013288631306924354
7,0.005316676273824077
8,0.013223251303759866
9,0.006292627434542981
10,0.01287431626574442
11,0.011531132927037946
12,0.006509515523150104
13,0.013260667844985407
14,0.01108497663232086
15,0.012846839708731319
16,0.013152473306529956
17,0.012560541079414
18,0.01293085755986409
19,0.012864195352808444
20,0.012544561737380252
21,0.013292496376872662
22,0.013288843756034174
23,0.013274497972264479
24,0.013201042837923255
25,0.013143229267889887
26,0.012342957269202981
27,0.012642140956000998
28,0.010232057304774828
29,0.005923921964812811
30,0.007873973524207082
31,0.005435299277267011
32,3.0081237726569828e-06
33,4.494018956869611e-07
34,1.9474585919107813e-06
35,0.0009097507941237222
36,0.01303454276401127
37,0.00023736298292750975
38,0.009807348594999815
39,0.010487038962556003
40,0.005658394141065364
41,0.01156715661568803
42,0.013243141663259052
43,0.012970258643741345
44,0.008644670610704867
45,0.008895169255074165
46,0.005592071568844637
47,0.002742264768540841
48,0.0018933646130154783
49,0.004833289685586762
50,0.005216606567014482
51,0.00501451275044669
52,0.012796742834531222
53,0.013114688700368273
54,0.013237880063229436
55,0.012684386793693462
56,0.008786374569103667
57,0.012508102255589237
58,0.012217355649588575
59,0.01320588520286276
60,0.009495328397677598
61,0.0126064103636812
62,0.006057188479567679
63,0.0052295476259810484
64,0.0027677898821354308
65,2.0735743257379414e-15
66,0.002490940568238236
67,0.009538562899097831
68,0.005530456055374681
69,0.013157657927001486
70,0.01324224755508831
71,0.012928210016401504
72,0.012280464234206727
73,0.013290071771437676
74,0.011083174243613129
75,0.010902531966690736
76,0.013210280973377819
77,0.011279861472563952
78,0.011982216263168857
79,0.005003195660825338
80,0.011827724955356674
81,2.2761306176821666e-05
82,0.002562758842887143
83,0.007515672788580943
84,0.005795919842493286
85,0.012779737205686915
86,0.005611712252457088
87,0.010477984617888797
88,0.013295672170141855
89,0.013294918699878111
90,0.008929057580730603
91,0.010762210950276997
92,0.010184878866271709
93,0.011371423245439395
94,0.008314873132053785
95,0.010024344295263755
96,0.008778409636614587
97,0.01146368385947104
98,0.010249540009298468
99,0.010780871099632477
100,0.01322863150794504
101,0.010001354203464883
102,0.012974471849421415
103,0.012616736049994344
104,9.476220358993186e-05
105,0.0009191699500169006
106,0.012563898509220938
107,0.004467424196466687
108,0.000521817998998378
109,0.006206531030904081
110,0.0038107527021809156
111,0.0011577869152932369
112,0.004774022826190361
113,0.012736057725150443
114,0.013028711163412003
115,0.009440459302319359
116,0.008786041356601156
117,0.010189488241560862
118,0.011642977979271017
119,0.00843182480367167
120,0.012096564512436394
121,0.011440635684357603
122,0.009704860532117185
123,0.009790878852173078
124,0.013114915203153379
125,0.011826716688649314
126,0.011749573289288367
127,0.01104328142528793
128,0.009590089814895007
129,0.013295455456698534
130,0.003037064278673185
131,0.010139347687001577
132,0.007923601772399902
133,0.01328215861382486
134,0.01312598905419495
135,0.011971380204825266
136,0.012998451924621667
137,0.0074828354055203146
138,0.010965417607811632
139,0.00839652859522955
140,0.010486523973833265
141,0.01062071228092176
142,0.01183294427496037
143,0.01241532556437983
144,0.012965267558484431
145,0.01275055394271279
146,0.013174864687972463
147,0.012960590409272226
148,0.013263229372154689
149,0.01319385361184453
150,0.013284358532828016
151,0.013268256716333167
152,0.01304479905305345
153,0.010308598458714492
154,0.009845043533087539
155,0.013154897236968005
156,0.005275818629619441
157,0.01012459531425178
158,0.006459876565331179
159,0.013256536583136755
160,0.013045144094730041
161,0.007781220642383438
162,0.011803672250270245
163,0.012221449774103192
164,0.013288229121028866
165,0.01329266969301682
166,0.013296226142165475
167,0.013288318946283243
168,0.01323374264758077
169,0.01320095779781034
170,0.012583958761317019
171,0.013038134952207327
172,0.011128339253671515
173,0.013270345815705329
174,0.012723064340181394
175,0.012872521517465145
176,0.013086071688727387
177,0.01298073647486883
178,0.010366503941613455
179,0.009115681855206875
180,0.0006433488683486051
181,0.011260024969386839
182,0.008807362550621088
183,0.013070862402901066
184,0.013242202542299639
185,0.013179857224801987
186,0.012480150277555193
187,0.01183709867986465
188,0.013270711519888893
189,0.012849387840442848
190,0.013269013612789255
191,0.013262270146225006
192,0.012372262261268594
193,0.013298010365686463
194,0.01321778295458923
195,0.013294459202113812
196,0.010391709759448529
197,0.013206132311391134
198,0.01152402594061973
199,0.013270992430344459
200,0.000862432034659392
201,0.008360653435299237
202,0.013297708717431423
203,0.01143995524477332
204,0.012493153934917355
205,0.007579052771134739
206,0.013282239059863237
207,0.012831118929137152
208,0.011824821868974605
209,0.013248297930611896
210,0.01157116619919492
211,0.01329301109121059
212,0.012510174074716553
213,0.013260131595767749
214,0.013252166470170306
215,0.012203746508560312
216,0.010999431293047871
217,0.009808721036788292
218,0.012056419942246746
219,0.012714273788808612
220,0.010358230925941117
221,0.012819790787514801
222,0.002686537689133029
223,4.9189685933559865e-08
224,0.010508547863203817
225,0.007704981166118301
226,8.760991784468966e-05
227,0.013239070242590242
228,0.0128320823388549
229,0.008344128022388039
230,0.013296727066126867
231,0.011628416040096725
232,0.010861685025249394
233,0.010951483318635316
234,0.012276003190153751
235,0.013057516960416217
236,0.013278782722334789
237,0.013277611964970409
238,0.012215121281221706
239,0.013261887034529293
240,0.012645042910481597
241,0.013082876296090342
242,0.013091689384168319
243,0.012790180522917747
244,0.012745739997312412
245,0.01274937262296489
246,0.013280894615265113
247,0.012474022737783952
248,0.013297584926196043
249,0.012189425930647976
250,0.0070513722190236865
251,0.005073175687368961
252,0.013138348931190985
253,0.011080953641943302
254,0.0012501569042757618
255,0.012170456889055298
